description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
PULPEX will be both a marketplace and a clearing house , OM said , adding that the British Securities and Investments Board had been informed of OM 's plans .	[]	[]	[]	set()	[]	[]	[]	[]	[]
PULPEX 's clearing operation will be covered by the parent company guarantee issued by OM Gruppen to its wholly-owned bourses and clearing organisations .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Stockholm newsroom , +46-8-700 1006	[]	[]	[]	set()	[]	[]	[]	[]	[]
Amsterdam-Rotterdam-Antwerp oil stock levels fall .	[]	[]	[]	set()	[]	[]	['Rotterdam']	[]	[]
AMSTERDAM 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Oil product inventories held in independent tankage in the Amsterdam-Rotterdam-Antwerp area were at the following levels , with week-ago and year-ago levels , industry sources said .	[]	[]	[]	set()	[]	[]	['Rotterdam']	[]	[]
All figures in thousands of tonnes :	[]	[]	[]	set()	[]	[]	[]	[]	[]
29/8/96 22/8/96 1/9/95	[]	[]	[]	set()	[]	[]	[]	[]	[]
Gasoline 400 400-425 425	[]	[]	[]	set()	[]	[]	[]	[]	[]
Naphtha 50-75 75-100 50-75	[]	[]	[]	set()	[]	[]	[]	[]	['naphtha']
Gas oil 1,600 1,650 1,850-1,900	[]	[]	[]	set()	[]	[]	[]	[]	[]
Fuel oil 325 325-350 425	[]	[]	[]	set()	[]	[]	[]	[]	[]
Jet kero 15 15-20 25	[]	[]	[]	set()	[]	[]	['Jet', 'kero']	[]	[]
Motor gasoline stocks dipped slightly as barges left for Germany , but there were few inflows of cargoes .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Naphtha inventories also dropped as Germany again took barges and no cargoes entered ARA .	[]	['ara']	[]	['ara']	[]	[]	[]	[]	[]
Gas oil stocks fell with some cargoes arriving from the former Soviet Union , but very fast throughput to markets in Benelux , Germany and Switzerland .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Fuel oil inventories dipped slightly with some straight-run arrivals , but fair bunkering demand removing more material .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Jet fuel stocks lowered as the aviation sector bought .	[]	[]	[]	set()	[]	[]	['Jet']	[]	[]
-- Philip Blenkinsop , Amsterdam newsroom 31 20 504 5000	['Philip', 'Blenkinsop']	[]	['Philip Blenkinsop']	set()	['Philip', 'Blenkinsop']	['-- philip blenkinsop']	['Philip', 'Blenkinsop']	['Philip', 'Blenkinsop']	['Philip', 'Blenkinsop', 'philip', 'blenkinsop']
German anti-nuclear activists in pantomime protest .	[]	[]	[]	set()	[]	[]	[]	[]	[]
BONN 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
About 200 German anti-nuclear activists protested on Thursday against nuclear waste transportation by re-enacting scenes from a demonstration they staged in May that turned into a violent clash with police .	[]	[]	[]	['may']	[]	[]	[]	[]	[]
"Activists dressed as police brandished batons and firing a theatre-prop water cannon at "" demonstrators "" ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Police who had turned out in force all around the government quarter fearing violence looked on in amusement .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Last May dozens of demonstrators and police were injured in violent clashes around the Gorleben nuclear waste depot as hundreds of protesters tried to block a delivery of waste by train and truck .	[]	[]	[]	['may']	[]	[]	[]	[]	[]
Italy police arrest five over double Mafia killing .	[]	[]	[]	set()	[]	[]	['Mafia']	[]	[]
CATANIA , Sicily 1996-08-29	[]	['sicily']	[]	set()	[]	[]	[]	[]	[]
Italian Police said on Thursday they had arrested five people in connection with the slaying of the daughter and 14-year-old nephew of a Mafia boss earlier this week .	[]	[]	[]	set()	[]	[]	['Mafia']	[]	[]
Santa Puglisi , 22 , and Salvatore Botta were gunned down in a cemetery in this eastern Sicilian city on Tuesday in a crime which shocked even hardened anti-Mafia investigators .	['Santa', 'Puglisi', 'Salvatore', 'Botta']	[]	['Santa Puglisi', 'Salvatore Botta']	set()	['Santa', 'Puglisi', 'Salvatore', 'Botta']	['santa puglisi', 'salvatore botta']	['Mafia']	['Santa', 'Puglisi', 'Salvatore', 'Botta']	['Santa', 'Puglisi', 'Botta', 'Salvatore', 'santa', 'puglisi', 'salvatore', 'botta']
"The arrests followed a tip-off from a married couple who unexpectedly showed up at investigators ' offices on Wednesday . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"They wanted to get a weight off their consciences , "" a police spokesman said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
He added the couple had also shed light on the murder last year of the wife of Mafia boss Nitto Santapaola .	['Nitto', 'Santapaola']	[]	['Nitto Santapaola']	set()	['Nittopa', 'Santapaola']	['nitto santapaola']	['Nitto']	['Nitto', 'Santapaola']	['Nitto', 'Santapaola', 'nitto', 'santapaola']
Puglisi was shot as she knelt praying by the tomb of her young husband , who was himself killed last year in a Mafia ambush .	['Puglisi']	[]	['Puglisi']	set()	['Puglisi']	['puglisi']	['Mafia']	['Puglisi']	['Puglisi', 'puglisi']
Botta , who had accompanied Puglisi to the cemetary , tried to flee the lone gunman but was caught and killed .	['Botta', 'Puglisi']	[]	['Botta', 'Puglisi']	['lone']	['Bottaug', 'Puglisi']	['botta', 'puglisi']	[]	['Botta', 'Puglisi']	['Puglisi', 'Botta', 'botta', 'puglisi']
Thieves make off with cash from prison canteen .	[]	[]	[]	set()	[]	[]	[]	[]	[]
LIMERICK , Ireland 1996-08-29	[]	['ireland']	[]	set()	[]	[]	[]	[]	[]
Thieves stole almost 2,000 Irish pounds ( $ 3,000 ) from the officers ' canteen of a Limerick jail on Thursday while warders slept in a room upstairs .	[]	[]	[]	set()	[]	[]	['Thieves']	[]	[]
Police said the thieves intercepted a woman arriving to work at the canteen , forced her to open the safe where takings were kept and made off with the cash .	[]	[]	[]	set()	[]	[]	[]	[]	[]
While the robbery was going on , several officers were asleep in a room over the canteen , which is in the grounds of the prison on Ireland 's southwest coast .	[]	['ireland']	[]	set()	[]	[]	[]	[]	[]
Italians hold HIV-pensioner for harassing hookers .	[]	[]	[]	set()	[]	[]	[]	[]	[]
GENOA , Italy 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Italian police said on Thursday they had arrested a 61-year-old man after he fired blank shots at prostitutes he blamed for spreading AIDS .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The pensioner , named only as Pietro T. , told investigators he was infected with HIV , the AIDS virus , and his wife had died of the disease .	['Pietro', 'T.']	[]	['Pietro T.']	set()	['Pietro', 'T', '.']	['pietro t.']	[]	['Pietro', 'T']	['Pietro', 'pietro']
He did not say how they had contracted the illness .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Police said the man had recently been spotted cruising red-light areas in this northern Italian city , hurling abuse at prostitutes and firing blank shots at them .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Police said they found in his apartment two fake guns and a pistol that would only fire blanks . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"Although fake guns are legal , the use he made of them means he could be tried , "" a police official said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Bodies found at site of Russian jet crash - officials .	[]	[]	[]	set()	[]	[]	['Bodies']	[]	[]
OSLO 1996-08-29	[]	[]	['OSLO']	set()	[]	[]	[]	[]	[]
Bodies have been sighted but no survivors have yet been found at the site of Thursday 's crash of a Russian airliner on Norway 's remote Arctic island of Spitzbergen , Norwegian officials said .	[]	[]	[]	set()	[]	[]	['Bodies']	[]	[]
""" We have found dead people , "" said Rune Hansen , the island 's deputy governor , told Norwegian television ."	['Rune', 'Hansen']	['rune']	['Rune Hansen']	set()	['Rune', 'Hansen']	['rune hansen']	['Rune', 'Hansen']	['Rune', 'Hansen']	['Rune', 'rune']
The Norwegian news agency NTB quoted another official on the island as saying no survivors had been found .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Vnukovo Airlines Tupolev 154 flight from Moscow , carrying 129 passengers and a crew of 12 , crashed in bad weather 10 km ( six miles ) east of Longyearbyen , the island 's only airstrip , officials said .	[]	[]	[]	set()	[]	[]	['Airlines']	[]	[]
First rescuers arrived shortly after 1 p.m. ( 1100 GMT ) and reported soon afterwards that most of the three-engine jet 's wreckage was scattered around the top of the small Opera mountain while the rest had slid down the mountainside .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Air traffic officials said they had lost contact with the flight , scheduled to arrive at around 10.15 a.m. ( 0815 GMT ) , shortly before it was due to land .	[]	[]	[]	set()	[]	[]	['GMT']	[]	[]
Spitzbergen is a Norwegian coal-mining settlement .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The only other community is in the Russian village of Barentsburg .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Russia and Norway share the island 's resources under a treaty dating back to the 1920s .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Galeforce winds and heavy rains batter Belgium .	[]	[]	[]	set()	[]	[]	['Belgium']	[]	[]
BRUSSELS 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Torrential rains and galeforce winds battered Belgium on Thursday causing widespread damage as some areas had more rainfall in 24 hours than they normally get in a month , the meteorological office said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Cellars were flooded , trees uprooted and roofs damaged , but there were no reports of any injuries , an interior affairs ministry spokesman said .	[]	[]	[]	set()	[]	[]	['Cellars']	[]	[]
Some trains were delayed as fallen trees blocked lines .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Brussels received 5.6 cm ( 2.24 inches ) of water in the past 24 hours -- compared to an average 7.4 cm ( 2.96 inches ) per month -- but in several communes in the south of the country up to 8 cm ( 3.2 inches ) fell , the Royal Meteorological Institute ( RMT ) said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The RMT spokesman said that near the eastern city of Turnhout , a group of boy scouts camping in a low-lying meadow had to be evacuated as water flooded their tents .	[]	['meadow']	[]	['meadow']	[]	[]	[]	[]	[]
The rain also severely hindered Belgian investigators ' excavations in the southern village of Jumet , where they are looking for bodies in one of the houses of the main character in a paedophile sex-and-murder scandal .	[]	[]	[]	['rain']	[]	[]	[]	[]	[]
But the coastal towns got off lightly as the flooding that had been expected due to a combination of spring tides and high winds failed to materialise .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Repsol shares up 65 pesetas on H1 results .	[]	[]	[]	set()	[]	[]	[]	[]	[]
MADRID 1996-08-29	[]	[]	['MADRID']	set()	[]	[]	[]	[]	[]
Shares in Spanish oil and chemicals group Repsol were up 65 pesetas to 4,150 after the company announced net first half profits fell 1.1 percent to 61.45 billion pesetas on the previous year .	[]	[]	[]	set()	[]	[]	[]	[]	[]
This was close to the market 's forecast of net profits of 61.94 billion .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Shares in Repsol shot up 100 pesetas to 4,175 shortly after the figures , having traded down 10 pesetas before the figures were released .	[]	[]	[]	set()	[]	[]	['Shares']	[]	[]
""" It 's madness , "" said an analyst at a Madrid brokerage , adding that the market had overreacted to the news . """	[]	[]	[]	set()	[]	[]	['Madrid']	[]	[]
People were waiting for the results to come out before buying .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"The rise has been very quick and very crazy . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
He predicted a correction , perhaps as early as this session .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- Madrid Newsroom +34 1 585 2161	[]	[]	[]	set()	[]	[]	[]	[]	[]
Algeria forces kill guerrillas - papers .	[]	[]	[]	set()	[]	[]	[]	[]	[]
PARIS 1996-08-29	[]	['paris']	[]	['paris']	[]	[]	[]	[]	[]
Algerian security forces killed four Moslem guerrillas on Tuesday in a village south of the capital Algiers , an Algerian newspaper said on Thursday .	[]	['algerian']	[]	set()	[]	[]	['Moslem']	[]	[]
The armed militants were shot dead in Nahar village 90 km ( 56 miles ) south of Algiers , Liberte newspaper said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Security forces also killed an unspecified number of members of a rebel gang on Wednesday in the Leveilly suburb of Algiers , Le Matin newspaper reported .	[]	['rebel']	[]	set()	[]	[]	[]	[]	[]
An estimated 50,000 people , mostly Moslem militants and security forces members , have been killed in violence pitting Moslem guerrillas against government forces since early 1992 , when authorities cancelled a general election in which Islamists had taken a commanding lead .	[]	[]	[]	set()	[]	[]	['Moslem', 'Moslem']	[]	[]
Finns hold two men on child sex-abuse charges .	[]	[]	[]	set()	[]	['finns']	[]	[]	[]
HELSINKI 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Finnish police said on Thursday they had arrested two men suspected of sexually abusing a captive 13-year-old girl , but did not believe the case was linked to others in Europe .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The men , both Finns aged about 40 , were arrested last Saturday in the western town of Tampere in a raid on a luxury boat owned by one of them .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The girl was being held on the boat and had sought help from a passer-by , police chief inspector Ilkka Laasonen said .	['Ilkka', 'Laasonen']	[]	['Ilkka Laasonen']	set()	['Ilkkaas', 'Laasonen']	['ilkka laasonen']	[]	['Ilkka', 'Laasonen']	['Laasonen', 'Ilkka', 'ilkka', 'laasonen']
""" This is an individual case and I do n't have any evidence linking the suspects to any other cases , "" Laasonen said ."	['Laasonen']	[]	['Laasonen']	set()	['Laasonen']	['laasonen']	[]	['Laasonen']	['Laasonen', 'laasonen']
The girl was taken to hospital .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The men could face charges carrying up to six to 10 years in prison , he said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Witnesses had reported seeing many young women and some girls who looked clearly underage at parties around the boat in recent weeks , the daily newspaper Iltalehti said .	[]	[]	[]	set()	[]	[]	[]	[]	['tale']
Audi CEO says expects no 96 currency impact .	[]	[]	[]	set()	[]	[]	[]	[]	[]
INGOLSTADT 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Audi AG management board chairman Herbert Demel said on Thursday that the German luxury carmaker , a unit of Volkswagen AG , did not expect any burden on its 1996 results from currency market volatility .	['Herbert', 'Demel']	[]	['Herbert Demel']	set()	['Herbert', 'Demel']	['herbert demel']	['Audi', 'AG', 'Herbert']	['Herbert', 'Demel']	['Herbert', 'Demel', 'herbert', 'demel']
""" We do not expect any burden on our 1996 results from currency markets , "" Demel told Reuters in an interview ."	['Demel']	[]	['Demel']	set()	['Demel']	['demel']	[]	['Demel']	['Demel', 'demel']
Audi would have been able to report a profit 300 million marks higher in 1995 if exchange rates had stayed the same as in 1994 , Demel had told a shareholder meeting last April .	['Demel']	[]	[]	['april']	['Demel']	[]	[]	[]	['Demel', 'demel']
Demel said the carmaker had hedged about half of its currency risk for 1996 .	['Demel']	[]	[]	set()	['Demel']	[]	[]	[]	['Demel', 'demel']
-- John Gilardi , Frankfurt Newsroom , +49 69 756525	['John', 'Gilardi']	[]	['John Gilardi']	set()	['John', 'Gilardi']	['-- john gilardi']	['John', 'Gilardi', 'Frankfurt']	['John', 'Gilardi']	['Gilardi', 'John', 'john', 'gilardi']
KEKKILA SEES FULL-YR 1996 PROFIT VS LOSS .	[]	[]	[]	set()	[]	['kekkila']	[]	['KEKKILA']	[]
HELSINKI 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Fertilisers and saplings maker Kekkila Oy said on Thursday in a statement it expected a falling result trend in the latter half of the year , but a full-year profit was nevertheless likely .	[]	[]	['Kekkila']	set()	[]	[]	['Fertilisers', 'Kekkila', 'Oy']	['Kekkila', 'Oy']	[]
""" Due to natural seasonal fluctuations in operations , the end-year result trend will be falling , but based on the early year result trend a profitable result is likely to be achieved , "" Kekkila said in its January-June interim report ."	[]	['january']	[]	set()	[]	[]	['Kekkila']	['Kekkila']	['kekkila']
