description	true_names
SUMMARY- Showers 0.25-1.30 inch ( 6-33 mm ) and locally heavier through much of India 75 percent coverage . 	[]
Isolated showers 0.20-0.70 inch ( 5-18 mm ) in the north . 	[]
Highs 82-96F ( 28-36C ) . 	[]
CROP IMPACT- Conditions remain favorable for the development of rice in the region . 	[]
FORECAST- 	[]
TODAY ... 	[]
Showers and rain 0.25-1.00 inch ( 6-25 mm ) and locally heavier through most of central and south central India up to 0.75 inch ( 19 mm ) in 75 percent of north central India and only isolated up to 0.50 inch ( 13 mm ) elsewhere over India . 	[]
Highs 82-96F ( 28-36C ) . 	[]
TONIGHT ... 	[]
Variable clouds in southern India with showers . 	[]
Partly cloudy in northern India with a few light showers . 	[]
Lows 68-76F ( 20-24C ) . 	[]
TOMORROW ... 	[]
Little change from today 's weather expected . 	['Little']
OUTLOOK ... 	[]
Numerous to scattered showers and thunderstorms in southern and central India and isolated showers to the north Sunday through Tuesday . 	[]
Temperatures near normal . 	[]
Source : Weather Services Corporation 	[]
Washington to curb Tamil support in U.S. - Sri Lanka . 	[]
COLOMBO 1996-08-23 	[]
Sri Lanka said on Friday the United States had promised to stamp out any illegal activities on U.S. soil directed against the island 's government . 	[]
"The Sri Lankan foreign ministry said in a statement : "" The United States government sympathised with the current predicament Sri Lanka was facing . "" "	[]
"The statement said the U.S. government "" would do all within its prevailing legal framework to prevent the use of American soil to perpetrate violence against the democratic government of Sri Lanka "" . "	[]
It said the U.S. State Department 's coordinator for counter terrorism Philip Wilcox had expressed Washington 's support for the government when he visited Colombo this week . 	['Philip', 'Wilcox']
Colombo has said it believes Tamil rebels fighting a 13-year war for independence against the government finance their military activity through funds extorted from expatriate Sri Lankans in western countries such as the United States . 	[]
U.S. embassy officials in Colombo were not immediately available to comment on the report . 	[]
Colombo estimates more than people have been killed in the war between government forces and the Liberation Tigers of Tamil Eelam rebels in the island 's north and east . 	[]
Nepal 's king leaves on week-long visit to China . 	[]
KATHMANDU 1996-08-23 	[]
King Birendra left Nepal on Friday for a week-long visit to China his eighth since ascending the throne in 1972 officials said . 	['Birendra']
The constitutional monarch who last visited China in 1993 was scheduled to meet Chinese President Jiang Zemin and Premier Li Peng during his visit they said . 	['Jiang', 'Zemin', 'Li', 'Peng']
Foreign ministry officials gave no details of the issues the king who was accompanied by Foreign Minister Prakash Chandra Lohani would discuss with Chinese leaders . 	['Prakash', 'Chandra', 'Lohani']
The Himalayan kingdom sandwiched between China and India has traditionally sought to maintain close cooperation with its giant neighbours and an equal distance from the two . 	[]
The 50-year old monarch was accompanied by Queen Aishwarya on a flight to the Tibetan capital of Lhasa . 	['Aishwarya']
The king will visit Chongqing before arriving in the Chinese capital Beijing early next week officials said . 	[]
Nepal man held for keeping child servant in chains . 	[]
KATHMANDU 1996-08-23 	[]
Nepali police said on Friday they arrested a man who allegedly kept a child servant bound in chains so that he would not run away when his employer was out to work . 	[]
Madhusudan Munakarmi was arrested on Thursday after his neighbours informed police about the plight of 12-year old Dhiraj K.C. who told police his employer used to tie him up with iron chains and locks concealed under his clothes . 	['Madhusudan', 'Munakarmi', 'Dhiraj', 'K.C.']
The neighbours in Kathmandu called the police when they saw Dheeraj employed by the man for the past nine months limping because of the chains . 	['Dheeraj']
""" I feared he would flee from work or steal my belongings "" the Kathmandu Post newspaper quoted Munakarmi as saying after his arrest . "	['Munakarmi']
If convicted he faces a maximum of three years in jail under Nepal 's child protection laws . 	[]
OPTIONS - Euro debt vols seen regrouping after fall . 	[]
LONDON 1996-08-23 	[]
Implied volatility of European bond and interest rate options should stabilise around current levels until early next week after falling before and after this week 's German-led cut in interest rates traders said . 	[]
""" Volatility has come off a lot . "	[]
"We 're looking for it to stabilise now "" said one Euromark options trader at a U.S. bank . "	[]
A trader at a Japanese bank said Euromark volatility now stood at 14.00 for September contract 16.75 for December 19.50 for March and 21.25 for June . 	[]
This compared with midweek levels before the welter of interest rate cuts of 18.50 for September 20.00 for December 22.00 for March and 23.5 for June he said . 	[]
At 1347 GMT December Euromark futures were trading at 96.78 two basis points down on the day . 	[]
He said the sell-off in June vols might have been overdone which could offer value at current levels . 	[]
He said caps and floors would be well bid after the round of interest rate cuts due to the fact these rates should stay low at the short end . 	[]
The size of the Bundesbank 's repo rate cut to 3.00 percent from 3.30 percent took markets by surprise . 	[]
""" Volatility has a bid to it -- longer-dated volatility more than short-dated because the event people were buying for has passed and now perhaps people will sell some short dated vol and buy some long dated vol "" he said . "	[]
""" Long dated volatility has been low this year so it is still at levels which are not historically high . "	[]
""" It is not a dangerous level to own vol. You are not going to lose a lot and you could make quite a bit . "" "	[]
He said volatility levels should be stable until markets reassess the situation after a long weekend in Britain . 	[]
Paribas Capital Markets OTC options specialist Robert Coughlan said that if volatility continued lower for the rest of Friday in over-the-counter 10-year Bunds it should be higher next Tuesday . 	['Robert', 'Coughlan']
He said the absence on holiday of many market makers was a main factor behind falls this week in volatility in high-yielding markets such as Italy Spain and Sweden . 	[]
Coughlan said the market had more downside than upside potential but a fall was not likely to be of significant size . 	['Coughlan']
""" I recommend people sell strangles in a number of markets -- in Germany and France in particular . "	[]
""" With high-yielding markets Italy will be a lot more vulnerable in September on economic and political fronts so I would use current the low level of vol to buy options . "	[]
""" So sell options on Bunds and France to enhance yield and buy options on Italy "" Coughlan said .. "	['Coughlan']
-- Stephen Nisbet International Bonds +44 171 542 6320 	['Stephen', 'Nisbet']
Goldman Sachs sets warrants on Continental . 	[]
LONDON 1996-08-23 	[]
Goldman Sachs & Co Wertpapier GmbH has issued a total of five million American-style call warrants on Continental AG lead manager Goldman Sachs & Co said . 	[]
One warrant controls one share . 	[]
STRIKE PRICE 25.00 DEM PREMIUM 10.12 PCT 	[]
ISSUE PRICE 2.42 DEM GEARING 10.29 X 	[]
EXERCISE PERIOD 02.SEP.96-21.NOV.97 PAYDATE 30.AUG.96 	[]
LISTING DDF FFT STG MIN EXER LOT 100 	[]
SPOT REFERENCE 24.90 DEM 	[]
-- Reuter London Newsroom +44 171 542 7658 	[]
Legal challenge to Diana delayed by jail term . 	['Diana']
LONDON 1996-08-23 	[]
A British photographer branded a stalker by Princess Diana has been forced to postpone a legal challenge to a ban on approaching her because he 's been jailed for criminal damage his lawyer said on Friday . 	['Diana']
Martin Stenning started a 12-week jail sentence on Thursday just as he was preparing to contest an injunction obtained by Diana banning him from coming within 300 metres ( yards ) of her . 	['Martin', 'Stenning', 'Diana']
""" We were in the process of preparing a detailed affidavit responding to the Princess 's affadavit and expected to go to court in the next couple of weeks "" said Stenning 's lawyer Benedict Birnberg . "" "	['Stenning', 'Benedict', 'Birnberg']
"But everything has been put on ice now . "" "	[]
Birnberg told Reuters that the challenge to the injunction would be delayed until Stenning was released . 	['Birnberg', 'Stenning']
Stenning threw a brick through the window of a van in February after an argument with a driver when he was working as a motorcycle dispatch rider . 	['Stenning']
Stenning who has previous convictions is expected to appeal against the sentence . 	['Stenning']
Magistrates also ordered him to pay compensation of 182 pounds ( $ 282 ) . 	[]
The freelance photographer was branded a stalker by Diana whose divorce from heir-to-the-throne Prince Charles is due to become final next week after persistently trailing her on his motorcycle . 	['Diana', 'Charles']
In an affidavit the princess said that in chasing her Stenning had got so close that he twice smashed into her car and pushed her when she tried to remove the film from his camera . 	['Stenning']
Stenning has rejected Diana 's claims and said he was being made a scapegoat to scare off press photographers . 	['Stenning', 'Diana']
Jordan expels Iraqi diplomat . 	[]
AMMAN 1996-08-23 	[]
Jordan has asked an Iraqi diplomat to leave the kingdom for carrying out duties incompatible with diplomatic norms an official source said on Friday . 	[]
The move came after Amman blamed Iraq and a pro-Baghdad local political party for last week 's worst unrest in seven years after a government decision to double prices of bread . 	[]
The government declined comment . 	[]
""" Jordan has asked Mr. Adel Ibrahim the Iraqi embassy 's press attache to leave because he was carrying out duties incompatible with diplomatic norms "" the source told Reuters . "	['Adel', 'Ibrahim']
He said Ibrahim was still in Amman . 	['Ibrahim']
The Jordanian Arab Socialist Baath Party has denied involvement in unrest which it blamed on government policies and rising economic hardship . 	[]
The riots which shook Jordan for two days broke out after last Friday 's main prayers in the southern town of Karak and spread to Amman . 	[]
Kurd rebels to free Turkish soldier prisoners . 	[]
DOHUK Iraq 1996-08-23 	[]
Turkish Kurd guerrillas said on Friday they would free seven Turkish soldiers they hold in northern Iraq under a tentative Islamist peace bid . 	[]
""" ...For the sake of safety we are asking for their family members or the authorities to come and pick them up "" Kurdistan Workers Party ( PKK ) central committee member Riza Altun told journalists near the Iraqi city of Dohuk . "	['Riza', 'Altun']
PKK guerrillas would accompany the soldiers captured last spring in one of Turkey 's frequent cross-border drives until they could be handed over he said . 	[]
Their release has been negotiated by Islamist writer Ismail Nacar as part of a wider effort partly backed by Prime Minister Necmettin Erbakan to find a political solution to Turkey 's Kurdish problem . 	['Ismail', 'Nacar', 'Necmettin', 'Erbakan']
Erbakan has encouraged Nacar 's bid but has ruled out direct talks with the rebels . 	['Erbakan', 'Nacar']
The PKK often uses bases in northern Iraq in its fight for autonomy or independence in southeast Turkey . 	[]
More than people have died in 12 years of fighting between the guerrillas and Turkish forces . 	[]
SOLIDERE shares mixed on market . 	[]
